text,label,clean_text,finbert_label
Good news for fans of Costco's hot dogs. 🌭  CEO Craig Jelinek had a one-word answer when asked whether he would raise the signature food court item’s price: “No.”  https://t.co/GFWrixlv4d  https://t.co/yTwzb5blFW,2,good news for fans of costcos hot dogs   ceo craig jelinek had a oneword answer when asked whether he would raise the signature food court items price no    ,1
ImmunoGen Announces Conference Call to Discuss Its Second Quarter 2022 Operating Results  https://t.co/FgVFsZ1Njf  https://t.co/erTOx12LbB,5,immunogen announces conference call to discuss its second quarter 2022 operating results    ,0
"Jeff Bezos hired this Amazon applicant ""on the spot""—here are the 2 interview questions he asked. (via @CNBCMakeIt)  https://t.co/BmkH3kSH0s",2,jeff bezos hired this amazon applicant on the spothere are the 2 interview questions he asked via cnbcmakeit  ,0
"The utilities sector has shined again, while featuring a weighted estimated annual dividend yield of 3.13%, based on consensus estimates among analysts polled by FactSet.  Here at the 10 with majority “buy” or equivalent ratings among the analysts.   https://t.co/3CDlZS7hqY",18,the utilities sector has shined again while featuring a weighted estimated annual dividend yield of 313 based on consensus estimates among analysts polled by factset  here at the 10 with majority buy or equivalent ratings among the analysts   ,1
"About 46% of Black employees at UK firms intend to quit their current place of work in the next two years or sooner, according to new research  https://t.co/SzzzNvbH5L",14,about 46 of black employees at uk firms intend to quit their current place of work in the next two years or sooner according to new research  ,0
$STX - Seagate Technology Q4 2022 Earnings Preview  https://t.co/QT8nxtARFv,5,stx  seagate technology q4 2022 earnings preview  ,0
India is expected to surpass China to become the world’s most-populous nation in 2023.  The estimate is 4 years ahead of an earlier timeline by the United Nations. The same report pegs global population growth at 8.5 billion by 2030  https://t.co/K81kYTsUOg  https://t.co/vqKCJHgCWt,14,india is expected to surpass china to become the worlds mostpopulous nation in 2023  the estimate is 4 years ahead of an earlier timeline by the united nations the same report pegs global population growth at 85 billion by 2030    ,1
$BAH - Booz Allen launches $100M venture capital fund  https://t.co/JEviIYvoep,2,bah  booz allen launches 100m venture capital fund  ,0
"While inflation is “far too high” and exacerbated by external factors like the war in Ukraine, Canada’s finance minister says the economy can withstand the pressures and avoid a crash  https://t.co/Yhk1awpBIP",14,while inflation is far too high and exacerbated by external factors like the war in ukraine canadas finance minister says the economy can withstand the pressures and avoid a crash  ,1
Myodetox Names Tori Johnston Chief Marketing Officer  https://t.co/G4gEKaf0Yj  https://t.co/iFzIlDqSoL,17,myodetox names tori johnston chief marketing officer    ,0
"$BLU: BELLUS Health prices offering of 16,540,541 common shares at $9.25 per common share  https://t.co/5mOFACIUxs",2,blu bellus health prices offering of 16540541 common shares at 925 per common share  ,0
Permits to build privately owned U.S. housing decreased 0.6% to a seasonally adjusted annual rate of 1.685 million units in June. See the breakdown by single- and multi-family housing in FRED:  https://t.co/56u2PguLvj  https://t.co/RYt9q39ab6,14,permits to build privately owned us housing decreased 06 to a seasonally adjusted annual rate of 1685 million units in june see the breakdown by single and multifamily housing in fred    ,2
"Software firm Dye &amp; Durham is weighing walking away from pursing Australian data-services outfit Link Administration, sources say, potentially ending a deal that was once worth $2.5 billion  https://t.co/4UTBGQd51e",13,software firm dye amp durham is weighing walking away from pursing australian dataservices outfit link administration sources say potentially ending a deal that was once worth 25 billion  ,0
"Company's $44 billion lawsuit against Elon Musk, who ditched his offer to buy the social media company, will be heard by Kathaleen McCormick, a judge who has the rare distinction of being one of the few to ever order a reluctant buyer to close a deal  https://t.co/7ExllMpTfJ  https://t.co/9RiCejrgzE",12,companys 44 billion lawsuit against elon musk who ditched his offer to buy the social media company will be heard by kathaleen mccormick a judge who has the rare distinction of being one of the few to ever order a reluctant buyer to close a deal    ,0
Remarks by Vice Chair Brainard on crypto-assets and decentralized finance through a financial stability lens:  https://t.co/V4xeN8jg41,9,remarks by vice chair brainard on cryptoassets and decentralized finance through a financial stability lens  ,0
"Chinese battery-materials giant Ganfeng Lithium is ratcheting up efforts to expand in Argentina, an emerging supply hot-spot for the mineral used in electric-vehicle batteries (via @climate)  https://t.co/spRfPxasbi",2,chinese batterymaterials giant ganfeng lithium is ratcheting up efforts to expand in argentina an emerging supply hotspot for the mineral used in electricvehicle batteries via climate  ,1
A government catastrophe bond is a form of financing that can help countries insure against natural disasters like hurricanes or earthquakes.   Our new Staff Climate Note takes a closer look at how they work:  https://t.co/A5TV7dBVto  https://t.co/s3pw4ApxDr,3,a government catastrophe bond is a form of financing that can help countries insure against natural disasters like hurricanes or earthquakes   our new staff climate note takes a closer look at how they work    ,0
$NEPT awake !,18,nept awake ,0
3 Amazing Dividend Blue-Chips You'll Want To Buy In This Bear Market.  https://t.co/oIuZofpHXc #markets #trading #economy,18,3 amazing dividend bluechips youll want to buy in this bear market   markets trading economy,0
JAPAN (JUN) PPI (YOY) ACTUAL: 9.2% VS 9.1% PREVIOUS; EST 8.8%  JAPAN (JUN) PPI (MOM) ACTUAL: 0.7% VS 0.0% PREVIOUS; EST 0.5%,14,japan jun ppi yoy actual 92 vs 91 previous est 88  japan jun ppi mom actual 07 vs 00 previous est 05,0
Inflation: Little Caesars sees uptick in orders as pizza chain leans on value  https://t.co/YWXYrnvv4u by @alliecanal8193  https://t.co/zKEdCXSy89,2,inflation little caesars sees uptick in orders as pizza chain leans on value   by alliecanal8193  ,1
"US Inflation Poised To Hit Four-Decade High, Keeping Fed On Aggressive Rate Path. @dev_peter Previews Today’s CPI Release:  https://t.co/pdEFwUrnNo  https://t.co/VKMClZa5E3",14,us inflation poised to hit fourdecade high keeping fed on aggressive rate path dev_peter previews todays cpi release    ,0
Chief sustainability officers prosper as ESG risks mount  https://t.co/kKMXhAzs5Z,9,chief sustainability officers prosper as esg risks mount  ,0
Rent-A-Center Enhances Customer Experience and Rental Agreement Processes With SundaySky Video Platform  https://t.co/5MsuHs0Jyj  https://t.co/vVFrTWwoX9,2,rentacenter enhances customer experience and rental agreement processes with sundaysky video platform    ,1
$ECONX: June CPI 1.3% vs 1.1%  https://t.co/M9gpUZQoF7 Consensus; prior 1.0%  https://t.co/6ap4dK4R8v,14,econx june cpi 13 vs 11   consensus prior 10  ,0
$SPY spinning top bear reversal pattern.  https://t.co/2C9dKs5HVO 🚨     just called in chat,18,spy spinning top bear reversal pattern        just called in chat,0
$AEE - Ameren: Strong Growth Prospects And Attractive Valuation.  https://t.co/RhaTMcWPuG #stockmarket #investing #markets,18,aee  ameren strong growth prospects and attractive valuation   stockmarket investing markets,1
"Europe has lost about half of its zinc and aluminum smelting capacity within the past year, and a further surge in power prices could knock more plants offline over the winter  https://t.co/OkJyvasM5i",14,europe has lost about half of its zinc and aluminum smelting capacity within the past year and a further surge in power prices could knock more plants offline over the winter  ,2
"DJ - NETFLIX HAS BEGUN TALKS WITH STUDIOS SUCH AS WARNER, UNIVERSAL AND SONY",2,dj  netflix has begun talks with studios such as warner universal and sony,0
The Czech Republic is ramping up natural-gas reserves and securing shipments from new suppliers to mitigate the risk that Russia will not restart a key European pipeline before winter  https://t.co/hnEzExZXIT,6,the czech republic is ramping up naturalgas reserves and securing shipments from new suppliers to mitigate the risk that russia will not restart a key european pipeline before winter  ,1
"Back-to-school spending for children heading to kindergarten through grade 12 is expected to reach a high of $34.4 billion, according to the latest Deloitte back-to-school study, with spending on mental wellness forecast to grow 8%.  https://t.co/f816pvonGj",14,backtoschool spending for children heading to kindergarten through grade 12 is expected to reach a high of 344 billion according to the latest deloitte backtoschool study with spending on mental wellness forecast to grow 8  ,0
$SPY $SPX $ES_F   Bullish Harami      https://t.co/kqgNan5D1z  https://t.co/H81b5cnvxZ,18,spy spx es_f   bullish harami        ,0
The first image from Nasa's $10 billion James Webb Space Telescope depicts the galaxy cluster SMACS 0723 in mind-blowing detail — as it appeared 4.6 billion years ago  https://t.co/wWjaUX5LhH,9,the first image from nasas 10 billion james webb space telescope depicts the galaxy cluster smacs 0723 in mindblowing detail  as it appeared 46 billion years ago  ,0
World Bank President David Malpass says a lack of progress by the largest economies to reduce the debt burden of the poorest nations as borrowing costs rise will cause worsening poverty rates and instability  https://t.co/pwB0zAMXfM,1,world bank president david malpass says a lack of progress by the largest economies to reduce the debt burden of the poorest nations as borrowing costs rise will cause worsening poverty rates and instability  ,2
Nike is making a strategic shift in how it manufactures NCAA fan apparel in a new deal with Fanatics.  https://t.co/iFJPVskO8B,2,nike is making a strategic shift in how it manufactures ncaa fan apparel in a new deal with fanatics  ,0
What is the greenest electric car in the US?   Explore our new interactive dashboard  https://t.co/tmFUinxOyk,9,what is the greenest electric car in the us   explore our new interactive dashboard  ,0
$ACLLF - Atco declares CAD 0.4617 dividend  https://t.co/imLcVlobF4,4,acllf  atco declares cad 04617 dividend  ,0
$SPY $QQQ  2 week descending trendline breakout from tight setup. Charts in thread.  $SPY next resistance ~384-386 $QQQ next res ~287-288,18,spy qqq  2 week descending trendline breakout from tight setup charts in thread  spy next resistance 384386 qqq next res 287288,0
"Nextdoor Launches Its First Global Podcast ‘Where Kindness Lives,’ Featuring Inspiring Stories From Around the World  https://t.co/HCdVw6uiog  https://t.co/wiHed2o7lU",2,nextdoor launches its first global podcast where kindness lives featuring inspiring stories from around the world    ,0
"$PBFX - PBF Logistics: Investors Win Either Way, Takeover Or Not.  https://t.co/K8iEnDTb6i #trading #investing #economy",18,pbfx  pbf logistics investors win either way takeover or not   trading investing economy,1
"$DDOG - Datadog: Forget The Puns, This Is A Seriously Strong Business.  https://t.co/pDzQYggfua #stockmarket #economy #markets",18,ddog  datadog forget the puns this is a seriously strong business   stockmarket economy markets,1
Synovus Q2 2022 Earnings Preview  https://t.co/my9HddCgI2,5,synovus q2 2022 earnings preview  ,0
China approved its third batch of new games this year but Tencent again failed to make the list  https://t.co/mLPEDaGB4h,9,china approved its third batch of new games this year but tencent again failed to make the list  ,2
Q2 2022 Earnings: Where Street Earnings Are Too High And Who Should Miss.  https://t.co/s1oUGiISOk #economy #investing #business,5,q2 2022 earnings where street earnings are too high and who should miss   economy investing business,2
Slate Office REIT Announces Distribution for the Month of July 2022  https://t.co/nOpUuW8roi  https://t.co/Wikx2Et5h3,4,slate office reit announces distribution for the month of july 2022    ,0
"Beihai, a seaside tourist city in southern China’s Guangxi province, has become the latest Covid hotspot  https://t.co/W9GaNN1ed7",9,beihai a seaside tourist city in southern chinas guangxi province has become the latest covid hotspot  ,0
"Singapore’s central bank unexpectedly tightens monetary policy, in yet another surprise move, as it seeks to cool inflation that’s marched higher amid global supply disruptions  https://t.co/3Q6cM11I41",1,singapores central bank unexpectedly tightens monetary policy in yet another surprise move as it seeks to cool inflation thats marched higher amid global supply disruptions  ,0
"Italy’s economy probably expanded about 0.5% in the second quarter, with households benefiting from easing coronavirus restrictions, the central bank says  https://t.co/CXledTDnAs",14,italys economy probably expanded about 05 in the second quarter with households benefiting from easing coronavirus restrictions the central bank says  ,1
"WATCH: Hasbro unveiled an expansion set of ‘Magic: The Gathering’ in the second quarter, with the toymaker reporting a 10% rise in quarterly adjusted earnings  https://t.co/1ohA06uivs  https://t.co/fnSli6wBym",7,watch hasbro unveiled an expansion set of magic the gathering in the second quarter with the toymaker reporting a 10 rise in quarterly adjusted earnings    ,1
"South Africa’s rooibos tea industry paid 12.2 million rand ($716,000) to groups representing indigenous people in the country, part of a benefit-sharing agreement to recognize the original cultivators of the plant  https://t.co/stSu7uR1z5",9,south africas rooibos tea industry paid 122 million rand 716000 to groups representing indigenous people in the country part of a benefitsharing agreement to recognize the original cultivators of the plant  ,0
Still love Netflix,18,still love netflix,0
"$HLUBF - Lundbeck Gets A Much-Needed Win, But The Investment Case Is Still Not Clear-Cut.  https://t.co/CVZBCkF0m7 #markets #investing #stocks",18,hlubf  lundbeck gets a muchneeded win but the investment case is still not clearcut   markets investing stocks,1
@churnerofmarket I’m short.,18,churnerofmarket im short,0
BoE's Saunders says Bank Rate could top 2% in next year - Reuters   https://t.co/rnS6OO9wWm,1,boes saunders says bank rate could top 2 in next year  reuters   ,0
Dollar General Corporation Announces CEO Transition Plan  https://t.co/XzKEBeYDil  https://t.co/ak7kUgBy4W,17,dollar general corporation announces ceo transition plan    ,0
"Heard on the Street: Gasoline and other prices have slipped, but inflation could remain uncomfortably high  https://t.co/FJ7smqkUQt",14,heard on the street gasoline and other prices have slipped but inflation could remain uncomfortably high  ,2
"$IPAR - Inter Parfums reports Q2 revenue $244.7M, consensus $215.78M  https://t.co/OvGC2Fqm6R",7,ipar  inter parfums reports q2 revenue 2447m consensus 21578m  ,0
"Randal Quarles, the Fed’s former vice chair for supervision, says the central bank should have started hiking rates before it was done tapering its bond purchases to avoid falling behind on the fight against inflation  https://t.co/YhhI2mTPwj",1,randal quarles the feds former vice chair for supervision says the central bank should have started hiking rates before it was done tapering its bond purchases to avoid falling behind on the fight against inflation  ,0
CP Group Signs Lease With Enterprise at Ashford Perimeter in Atlanta  https://t.co/UmAjEW26Li  https://t.co/5qH0gvguRH,2,cp group signs lease with enterprise at ashford perimeter in atlanta    ,0
"$XLE has lost 23% since June 1, and energy shares may be losing their status as the place where #investors can find refuge from this year's #stockmarket carnage.  Find out what energy #stocks are still considered a ""buy"":   https://t.co/RNIDyvXfLz $XOM $CPG $PBF $CVX $PBR $TTE  https://t.co/lXdkBY9vXd",18,xle has lost 23 since june 1 and energy shares may be losing their status as the place where investors can find refuge from this years stockmarket carnage  find out what energy stocks are still considered a buy    xom cpg pbf cvx pbr tte  ,2
Crypto company Celsius has filed for Chapter 11 bankruptcy protection.  https://t.co/oATVOyWrMC,2,crypto company celsius has filed for chapter 11 bankruptcy protection  ,0
"WATCH: Britain’s economy jumped by 0.5% in May, driven by health services and travel agencies as doctor appointments rose and travel demand increased for holidays  https://t.co/dfurqiOfCc  https://t.co/eWVsWpGjUF",14,watch britains economy jumped by 05 in may driven by health services and travel agencies as doctor appointments rose and travel demand increased for holidays    ,1
$PFE $BNTX $MRNA - Omicron BA.5 represents 65% of circulating COVID variants in U.S. – CDC director  https://t.co/9umOvBYZG3,2,pfe bntx mrna  omicron ba5 represents 65 of circulating covid variants in us  cdc director  ,0
"The Marburg virus comes from the same family as Ebola, and Ghana's deadly outbreak is causing concern  https://t.co/nH23m3nBQR",9,the marburg virus comes from the same family as ebola and ghanas deadly outbreak is causing concern  ,2
Sen. Hawley called transphobic in heated exchange with Berkeley professor over pregnancy  https://t.co/0oen4CTv6d,16,sen hawley called transphobic in heated exchange with berkeley professor over pregnancy  ,0
$INSE - Inspired Entertainment is on watch after B. Riley calls out buying opportunity  https://t.co/DWAqC5InEu,0,inse  inspired entertainment is on watch after b riley calls out buying opportunity  ,0
$ETY - ETY: Unprecedented Times Act As Real Stress Test For This CEF.  https://t.co/oJo1tYxF5L #finance #economy #stocks,18,ety  ety unprecedented times act as real stress test for this cef   finance economy stocks,0
ECB's Lagarde:  Prior Guidance On September Rate Move No Longer Applies,1,ecbs lagarde  prior guidance on september rate move no longer applies,0
Wall Street Breakfast: Earnings Evaluation.  https://t.co/b8AD5CBj9s #markets #investing #stocks,5,wall street breakfast earnings evaluation   markets investing stocks,0
Netflix Q2 earnings preview: What to expect as Morgan Stanley warns of 'streaming recession'  https://t.co/zMQCbF8nbT by @alliecanal8193  https://t.co/Xf1aOU2fEQ,5,netflix q2 earnings preview what to expect as morgan stanley warns of streaming recession   by alliecanal8193  ,0
$RUBLF - Rubellite Energy Will Deliver.  https://t.co/ifr7sE1h2o #stocks #markets #economy,18,rublf  rubellite energy will deliver   stocks markets economy,1
$AMZN already red to green,18,amzn already red to green,0
$GFAI (-31.8% pre) Guardforce AI (GFAI) Enters Warrant Transaction with $1.33M Gross Proceeds - SI   https://t.co/oaI8VxUPZj,19,gfai 318 pre guardforce ai gfai enters warrant transaction with 133m gross proceeds  si   ,0
$AVYA - Avaya: An Asymmetrical Investment Opportunity.  https://t.co/Lx2hnGIR3o #finance #business #investing,18,avya  avaya an asymmetrical investment opportunity   finance business investing,0
Learn the secrets of the fungus among us  https://t.co/dNsVUn6UKZ,9,learn the secrets of the fungus among us  ,0
"PAR Technology Introduces PAR Infinity™, A Bold New Offering to Ensure Nothing Comes Between Restaurants and Guests  https://t.co/0sxMCMSofd  https://t.co/GjpI100wzK",2,par technology introduces par infinity a bold new offering to ensure nothing comes between restaurants and guests    ,1
$RWAY - Runway Growth Finance provides Q2 portfolio update  https://t.co/nZimEWn6JC,2,rway  runway growth finance provides q2 portfolio update  ,0
"A planned China-style health code system in Hong Kong is likely to apply only to people who test positive to Covid and incoming travelers rather than the entire population, according to local media reports  https://t.co/CbBLeRL82W",9,a planned chinastyle health code system in hong kong is likely to apply only to people who test positive to covid and incoming travelers rather than the entire population according to local media reports  ,0
$UEC $ABBV,18,uec abbv,0
CityLab Daily: Training the next generation of abortion doctors  https://t.co/muqAqqQqwb via @citylab,9,citylab daily training the next generation of abortion doctors   via citylab,0
Interactive Brokers Group Announces 2Q2022 Results  https://t.co/rWdP2g2w4x  https://t.co/PuFJWGGf0B,5,interactive brokers group announces 2q2022 results    ,0
"India’s central bank sees the rupee as moving toward its fair value and will step in to sell dollars from its reserves when it assesses a genuine shortfall, sources say  https://t.co/QMmiaioOk7",1,indias central bank sees the rupee as moving toward its fair value and will step in to sell dollars from its reserves when it assesses a genuine shortfall sources say  ,0
Curtiss-Wright Awarded Contract by Airbus to Provide Custom Actuation Technology on the New A350F Freighter Aircraft  https://t.co/Q6PSoQwYNd,2,curtisswright awarded contract by airbus to provide custom actuation technology on the new a350f freighter aircraft  ,1
"Novavax’s Covid shot won backing from a panel of US public-health advisers, a crucial step in providing officials with another tool against the virus  https://t.co/YzCKnHiPFe",2,novavaxs covid shot won backing from a panel of us publichealth advisers a crucial step in providing officials with another tool against the virus  ,0
Radiant Logic Participates in NIST NCCoE Zero Trust Architecture Project  https://t.co/H3e382ABs8  https://t.co/T81yWZB4Lc,2,radiant logic participates in nist nccoe zero trust architecture project    ,0
What other stocks might be able to weather the carnage? https://t.co/rpHfVwaUBz,18,what other stocks might be able to weather the carnage ,0
"For Coke and Pepsi to meet their climate goals, they’ll need to fix a problem they helped create: the dismal recycling rate in the US  https://t.co/REJD8eZZPf",2,for coke and pepsi to meet their climate goals theyll need to fix a problem they helped create the dismal recycling rate in the us  ,2
"Oil &amp; Gas $XOP IV rising all afternoon with 17,000 August $135 calls bought $2.42 to $2.92, group expected to post the best results and out above 21/200 MAs today",6,oil amp gas xop iv rising all afternoon with 17000 august 135 calls bought 242 to 292 group expected to post the best results and out above 21200 mas today,1
S&amp;P 500 moves back into the red $SPY $QQQ $DIA $SPX $COMPQ $DJIA $MHK $TWTR $PARA $NOW  https://t.co/LzEmmlQJhI #economy #stockmarket,15,sampp 500 moves back into the red spy qqq dia spx compq djia mhk twtr para now   economy stockmarket,0
$SQQQ - SQQQ: Shorting The Market To Reduce Your Losses.  https://t.co/C67oN19TK9 #economy #stockmarket #finance,18,sqqq  sqqq shorting the market to reduce your losses   economy stockmarket finance,2
"Fields of grain in parts of southern Ukraine have been destroyed as a result of Russian shelling, according to local officials   Latest updates:  https://t.co/PjftqmX5Ov  https://t.co/RtlD70iEpH",9,fields of grain in parts of southern ukraine have been destroyed as a result of russian shelling according to local officials   latest updates    ,0
"From Breakingviews - Real estate will defeat Beijing, again  https://t.co/G7ar7cubSZ",14,from breakingviews  real estate will defeat beijing again  ,0
$BAESY - BAE Systems delivers Advanced M-Code GPS products to Germany  https://t.co/qV4wX4kVUX,2,baesy  bae systems delivers advanced mcode gps products to germany  ,0
An ex-JPMorgan gold trader said his boss coached him to lie about price-manipulating orders and later advised him not to plead guilty as prosecutors were preparing criminal charges against top executives  https://t.co/gDKxHJiQNq,12,an exjpmorgan gold trader said his boss coached him to lie about pricemanipulating orders and later advised him not to plead guilty as prosecutors were preparing criminal charges against top executives  ,0
Citibank UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/tNhzE5bEmz  https://t.co/aq2t4GvEZp,2,citibank uk regulatory announcement frn variable rate fix    ,0
"Dips being bought every time past week, this morning nasty breadth to start would take a Herculean effort as SPY looks to defend 372",15,dips being bought every time past week this morning nasty breadth to start would take a herculean effort as spy looks to defend 372,1
"Rents rose in the US last month at the fastest pace since 1986, helping to propel overall inflation to a fresh four-decade high  https://t.co/l4pCHY3HtL",14,rents rose in the us last month at the fastest pace since 1986 helping to propel overall inflation to a fresh fourdecade high  ,1
$GTHX: G1 Therapeutics announces that the China National Medical Products Administration has conditionally approved...  https://t.co/PrjSq3Y5p9,2,gthx g1 therapeutics announces that the china national medical products administration has conditionally approved  ,0
Joe Biden will announce $1 billion in US food security aid for the Middle East and North Africa at a summit of Gulf leaders in Saudi Arabia on Saturday  https://t.co/QAJpq9IKfE,14,joe biden will announce 1 billion in us food security aid for the middle east and north africa at a summit of gulf leaders in saudi arabia on saturday  ,0
"NORD STREAM 1 GAS PIPELINE PHYSICAL FLOWS AT 21,388,236 KWH/H FOR HOUR OF 0600 - 0700 CET- OPERATOR DATA",6,nord stream 1 gas pipeline physical flows at 21388236 kwhh for hour of 0600  0700 cet operator data,0
IBM cautioned that the impact of the strongest dollar in more than two decades would erode full-year sales by around $3.5 billion  https://t.co/9NdPvoZmzL,7,ibm cautioned that the impact of the strongest dollar in more than two decades would erode fullyear sales by around 35 billion  ,2
"Tesla's 10% quarterly fall in sales reflects factory woes shared by other carmakers too. Yet, with a market capitalization of $770 billion, Tesla is valued like none of its peers. From @Breakingviews:  https://t.co/Pv39QsTMRs  https://t.co/Pv39QsTMRs",7,teslas 10 quarterly fall in sales reflects factory woes shared by other carmakers too yet with a market capitalization of 770 billion tesla is valued like none of its peers from breakingviews    ,2
"$SPY $QQQ healthy consolidation day, ahead of Jobs Report. Focus on high probability setups.",18,spy qqq healthy consolidation day ahead of jobs report focus on high probability setups,1
$ARKK $ARKQ $HMC - Cathie Wood says value of traditional automakers could fall more than 60% in next 5 years  https://t.co/4zKAKOPbEZ,18,arkk arkq hmc  cathie wood says value of traditional automakers could fall more than 60 in next 5 years  ,0
"CHINA GDP DATA TO SHOW SHARP SLOWDOWN IN Q2, TEPID RECOVERY IN JUNE - RTRS",14,china gdp data to show sharp slowdown in q2 tepid recovery in june  rtrs,2
$TDBSF - TDb Split Corp. declares $0.05 dividend  https://t.co/AKIA5cSVCf,4,tdbsf  tdb split corp declares 005 dividend  ,0
"With inflation at a 40-year high, Senator Manchin’s concerns have been vindicated — giving him ammunition to once again thwart Biden's legislative agenda  https://t.co/RmWWTBLdX9",16,with inflation at a 40year high senator manchins concerns have been vindicated  giving him ammunition to once again thwart bidens legislative agenda  ,2
$SKYT - SkyWater alongside State of Indiana and Purdue University will build $1.8B semiconductor manufacturing facility  https://t.co/LyXGelJkU8,2,skyt  skywater alongside state of indiana and purdue university will build 18b semiconductor manufacturing facility  ,0
Australia will relax some curbs imposed on the movement of bees by honey producers following the discovery of a mite that has ravaged global hives.  https://t.co/dwV8v07c5Z,14,australia will relax some curbs imposed on the movement of bees by honey producers following the discovery of a mite that has ravaged global hives  ,0
The US Senate voted by a wide margin to begin debate on legislation to provide more than $52 billion in funding for the American semiconductor industry  https://t.co/pug7CMkP7H,16,the us senate voted by a wide margin to begin debate on legislation to provide more than 52 billion in funding for the american semiconductor industry  ,0
"DiRx Launches Ground-Breaking Annual Savings Plan: Unlimited Prescriptions and Refills for 1,000+ Generic Medications for One Annual Fee  https://t.co/EPBtTC6MyF  https://t.co/OJU5465WRv",2,dirx launches groundbreaking annual savings plan unlimited prescriptions and refills for 1000 generic medications for one annual fee    ,1
$SMURF -  https://t.co/hvyDrZ7BUI names new finance chief  https://t.co/YaSxmdbctJ,17,smurf    names new finance chief  ,0
"The hot weather hitting Europe this week is set to reduce power output from France’s fleet of nuclear reactors, risking even higher electricity prices  https://t.co/1jV4S9RHdo",9,the hot weather hitting europe this week is set to reduce power output from frances fleet of nuclear reactors risking even higher electricity prices  ,2
"Fed Governor Christopher Waller says he backs a three-quarter percentage-point hike in the benchmark rate later this month after the latest CPI report, but could vote for more aggressive action depending on further data  https://t.co/f2loBDX2eU",1,fed governor christopher waller says he backs a threequarter percentagepoint hike in the benchmark rate later this month after the latest cpi report but could vote for more aggressive action depending on further data  ,0
"$SCHW: Charles Schwab beats by $0.06, reports revs in-line  https://t.co/gjRTdcunoi",7,schw charles schwab beats by 006 reports revs inline  ,1
$APCX - AppTech Payments expands payments processing capabilities across North America  https://t.co/IKPQaQKNn6,2,apcx  apptech payments expands payments processing capabilities across north america  ,1
"$CHWY - Can Chewy Stock Reach $50? Yes, But Investors Need To Ask More Questions.  https://t.co/ZGbMMz3qEn #investing #economy #markets",18,chwy  can chewy stock reach 50 yes but investors need to ask more questions   investing economy markets,0
"The euro keeps sinking, dire warning on energy crisis, and narrowing the field of UK PM contenders.   Here’s what you need to know today 🔽  https://t.co/Io6u3toWhS",9,the euro keeps sinking dire warning on energy crisis and narrowing the field of uk pm contenders   heres what you need to know today   ,2
Temperatures in the UK rose above 40 degrees Celsius (104 degrees Fahrenheit) for the first time  https://t.co/N1ia6DmYSH,14,temperatures in the uk rose above 40 degrees celsius 104 degrees fahrenheit for the first time  ,0
"WATCH: Netflix hopes to milk more from its most popular shows as the streaming giant pursues a franchise strategy, executives detailed in recent interviews with @Reuters  https://t.co/hgrIKFJRO8  https://t.co/v1rrNZ1Kgp",2,watch netflix hopes to milk more from its most popular shows as the streaming giant pursues a franchise strategy executives detailed in recent interviews with reuters    ,0
CommScope to Release Second Quarter 2022 Financial Results on August 4  https://t.co/uaQEJv3krq  https://t.co/Z7cLuRmXBs,5,commscope to release second quarter 2022 financial results on august 4    ,0
Citigroup asked by SEC to update disclosures on Russia exposure  https://t.co/M95btn37tw,12,citigroup asked by sec to update disclosures on russia exposure  ,0
"$PGR - ProgressiveEPS of -$0.94, revenue of $12.15B misses by $340M  https://t.co/dlDTpWJiMs",7,pgr  progressiveeps of 094 revenue of 1215b misses by 340m  ,2
T-Mobile Gives Customers ViX+ on Us  https://t.co/otTbGVlrMD  https://t.co/XWK1XXDh2p,2,tmobile gives customers vix on us    ,0
Conservatives must rediscover their instinctive pragmatism  https://t.co/zfxcV9samS  | opinion,16,conservatives must rediscover their instinctive pragmatism     opinion,0
"Bank of Montreal is raising the minimum wage for its US branch and contact-center employees to $20 an hour, its second such pay bump in less than a year  https://t.co/kxoBbmLbP4",1,bank of montreal is raising the minimum wage for its us branch and contactcenter employees to 20 an hour its second such pay bump in less than a year  ,0
Feinstein Institutes Awarded $2.5M From NIH to Study Sepsis Drug Targets  https://t.co/7OyP9pqeoe  https://t.co/641N5e8pdg,2,feinstein institutes awarded 25m from nih to study sepsis drug targets    ,0
$CMI - Cummins downgraded at Bernstein due to slowing demand  https://t.co/RP78Ynlzfb,0,cmi  cummins downgraded at bernstein due to slowing demand  ,2
$XM - Qualtrics International Inc. (XM) CEO Zig Serafin on Q2 2022 Results - Earnings Call Transcript.  https://t.co/9cfes5Zg47 #trading #stocks #stockmarket,5,xm  qualtrics international inc xm ceo zig serafin on q2 2022 results  earnings call transcript   trading stocks stockmarket,0
$CAE $CAE:CA - CAE: Well-Positioned For A Post-COVID Rebound.  https://t.co/IMWuNvAbUW #trading #stockmarket #finance,18,cae caeca  cae wellpositioned for a postcovid rebound   trading stockmarket finance,1
Mastercard Incorporated to Host Conference Call on Second Quarter 2022 Financial Results  https://t.co/KPqPyXs5OM  https://t.co/4EeSyRRErs,5,mastercard incorporated to host conference call on second quarter 2022 financial results    ,0
The dollar's gain is the rest of the world's pain  https://t.co/HqV1CP8Stf,8,the dollars gain is the rest of the worlds pain  ,1
"Roughly half of US and Canadian small businesses expect a recession this year as concerns about inflation, rising interest rates and global conflicts bear down on firms, according to a survey  https://t.co/J25EIC4WzU",14,roughly half of us and canadian small businesses expect a recession this year as concerns about inflation rising interest rates and global conflicts bear down on firms according to a survey  ,2
